,mouse,date,session,filepath
609,1868,2025-03-28,of,Bri/optetrode_recordings/chR2/1868/1868_2025-03-28_10-29-16_of
610,1868,2025-03-28,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-03-28_10-45-34_obj
611,1868,2025-03-28,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-03-28_11-01-27_of1
612,1868,2025-03-28,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-03-28_11-20-16_obj1
613,1868,2025-03-28,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-03-28_11-36-20_of2
614,1868,2025-03-28,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-03-28_11-58-55_opto
615,1868,2025-03-31,of,Bri/optetrode_recordings/chR2/1868/1868_2025-03-31_12-21-37_of
616,1868,2025-03-31,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-03-31_12-38-43_obj
617,1868,2025-03-31,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-03-31_12-56-13_of1
618,1868,2025-03-31,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-03-31_13-12-09_obj1
619,1868,2025-03-31,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-03-31_13-27-56_of2
620,1868,2025-03-31,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-03-31_13-46-00_opto
621,1868,2025-04-01,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01_10-07-28_of
622,1868,2025-04-01,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01_10-23-48_obj
623,1868,2025-04-01,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01_10-41-11_opto
624,1868,2025-04-01,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01_11-04-04_obj1
625,1868,2025-04-01,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01_11-24-05_of2
626,1868,2025-04-01b,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01b_19-00-18_of1
627,1868,2025-04-01b,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01b_19-17-36_obj
628,1868,2025-04-01b,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01b_19-41-20_of1
629,1868,2025-04-01b,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-01b_20-08-46_opto
630,1868,2025-04-03,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-03_13-42-56_of
631,1868,2025-04-03,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-03_14-02-12_obj
632,1868,2025-04-03,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-03_14-19-32_of1
633,1868,2025-04-03,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-03_14-35-31_obj1
634,1868,2025-04-03,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-03_14-51-28_of2
635,1868,2025-04-03,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-03_15-08-07_opto
636,1868,2025-04-04,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-04_08-07-08_of
637,1868,2025-04-04,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-04_08-28-02_obj
638,1868,2025-04-04,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-04_08-44-38_opto
639,1868,2025-04-04,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-04_09-07-18_obj1
640,1868,2025-04-04,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-04_09-28-04_of1
641,1868,2025-04-08,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08_08-25-10_of1
642,1868,2025-04-08,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08_08-41-02_obj
643,1868,2025-04-08,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08_09-00-38_of1
644,1868,2025-04-08,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08_09-21-17_obj1
645,1868,2025-04-08,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08_09-37-08_of2
646,1868,2025-04-08,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08_09-53-40_opto
647,1868,2025-04-08b,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08b_14-49-59_of
648,1868,2025-04-08b,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08b_15-08-53_obj
649,1868,2025-04-08b,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08b_15-27-55_opto
650,1868,2025-04-08b,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08b_15-50-16_obj1
651,1868,2025-04-08b,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-08b_16-11-26_of2
652,1868,2025-04-10,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10_08-13-13_of
653,1868,2025-04-10,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10_08-30-29_obj
654,1868,2025-04-10,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10_08-49-18_of1
655,1868,2025-04-10,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10_09-09-56_obj1
656,1868,2025-04-10,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10_09-27-43_of2
657,1868,2025-04-10,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10_09-47-58_opto
658,1868,2025-04-10b,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10b_13-01-29_of
659,1868,2025-04-10b,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10b_13-17-59_obj
660,1868,2025-04-10b,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10b_13-37-44_opto
661,1868,2025-04-10b,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10b_14-00-00_obj1
662,1868,2025-04-10b,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-10b_14-16-57_of2
663,1868,2025-04-15,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15_08-11-08_of
664,1868,2025-04-15,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15_08-33-42_obj
665,1868,2025-04-15,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15_08-54-29_of1
666,1868,2025-04-15,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15_09-10-09_obj1
667,1868,2025-04-15,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15_09-26-11_of2
668,1868,2025-04-15,opto1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15_09-46-42_opto1
669,1868,2025-04-15b,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15b_15-04-29_of
670,1868,2025-04-15b,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15b_15-32-12_obj
671,1868,2025-04-15b,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15b_15-54-59_opto
672,1868,2025-04-15b,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15b_16-20-48_obj1
673,1868,2025-04-15b,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-15b_16-47-03_of1
674,1868,2025-04-17,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17_08-41-21_of
675,1868,2025-04-17,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17_08-58-35_obj
676,1868,2025-04-17,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17_09-15-10_of1
677,1868,2025-04-17,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17_09-31-14_obj1
678,1868,2025-04-17,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17_09-48-36_of2
679,1868,2025-04-17,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17_10-06-38_opto
680,1868,2025-04-17b,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17b_15-06-46_of
681,1868,2025-04-17b,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17b_15-24-27_obj
682,1868,2025-04-17b,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17b_15-43-01_opto
683,1868,2025-04-17b,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17b_16-04-46_obj1
684,1868,2025-04-17b,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-17b_16-34-20_of2
685,1868,2025-04-22,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-22_09-38-47_of
686,1868,2025-04-22,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-22_10-04-46_obj
687,1868,2025-04-22,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-22_10-33-38_of2
688,1868,2025-04-22,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-22_11-03-05_opto
689,1868,2025-04-24,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-24_08-59-05_of
690,1868,2025-04-24,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-24_09-14-22_obj
691,1868,2025-04-24,opto1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-24_09-39-20_opto1
692,1868,2025-04-24,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-24_10-02-00_obj1
693,1868,2025-04-24,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-24_10-18-09_of1
694,1868,2025-04-27,of,Bri/optetrode_recordings/chR2/1868/1868_2025-04-27_13-25-02_of
695,1868,2025-04-27,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-04-27_13-40-24_obj
696,1868,2025-04-27,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-27_13-56-06_of1
697,1868,2025-04-27,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-04-27_14-12-05_obj1
698,1868,2025-04-27,of2,Bri/optetrode_recordings/chR2/1868/1868_2025-04-27_14-28-39_of2
699,1868,2025-04-27,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-04-27_14-46-23_opto
700,1868,2025-05-01,of,Bri/optetrode_recordings/chR2/1868/1868_2025-05-01_08-08-42_of
701,1868,2025-05-01,obj,Bri/optetrode_recordings/chR2/1868/1868_2025-05-01_08-24-17_obj
702,1868,2025-05-01,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-05-01_08-42-31_opto
703,1868,2025-05-01,obj1,Bri/optetrode_recordings/chR2/1868/1868_2025-05-01_09-05-02_obj1
704,1868,2025-05-01,of1,Bri/optetrode_recordings/chR2/1868/1868_2025-05-01_09-28-37_of1
705,1868,2025-05-05,of,Bri/optetrode_recordings/chR2/1868/1868_2025-05-05_16-13-19_of
706,1868,2025-05-05,opto,Bri/optetrode_recordings/chR2/1868/1868_2025-05-05_16-37-22_opto
707,1884,2025-03-28,of,Bri/optetrode_recordings/chR2/1884/1884_2025-03-28_14-46-02_of
708,1884,2025-03-28,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-03-28_15-14-42_opto
709,1884,2025-04-01,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-01_16-42-56_of
710,1884,2025-04-01,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-01_17-05-53_opto
711,1884,2025-04-03,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-03_15-26-04_of
712,1884,2025-04-03,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-03_15-49-16_opto
713,1884,2025-04-04,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-04_09-49-30_of
714,1884,2025-04-04,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-04_10-05-34_obj1
715,1884,2025-04-04,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-04_10-21-20_of1
716,1884,2025-04-04,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-04_11-12-54_opto
717,1884,2025-04-08,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-08_10-13-33_of
718,1884,2025-04-08,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-04-08_10-28-49_obj
719,1884,2025-04-08,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-08_10-45-11_of1
720,1884,2025-04-08,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-08_10-59-58_obj1
721,1884,2025-04-08,of2,Bri/optetrode_recordings/chR2/1884/1884_2025-04-08_11-15-14_of2
722,1884,2025-04-08,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-08_11-30-00_opto
723,1884,2025-04-10,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10_10-03-06_of
724,1884,2025-04-10,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10_10-18-58_obj
725,1884,2025-04-10,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10_10-38-05_opto
726,1884,2025-04-10,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10_11-00-39_obj1
727,1884,2025-04-10,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10_11-16-14_of1
728,1884,2025-04-10b,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10b_15-59-32_of
729,1884,2025-04-10b,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10b_16-16-22_obj
730,1884,2025-04-10b,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10b_16-31-45_of1
731,1884,2025-04-10b,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10b_16-46-54_obj1
732,1884,2025-04-10b,of2,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10b_17-01-23_of2
733,1884,2025-04-10b,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-10b_17-19-17_opto
734,1884,2025-04-17,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-17_10-25-24_of
735,1884,2025-04-17,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-04-17_10-42-03_obj
736,1884,2025-04-17,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-17_10-59-29_of1
737,1884,2025-04-17,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-17_11-15-26_obj1
738,1884,2025-04-17,of2,Bri/optetrode_recordings/chR2/1884/1884_2025-04-17_11-35-05_of2
739,1884,2025-04-17,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-17_11-59-34_opto
740,1884,2025-04-22,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22_11-19-52_of
741,1884,2025-04-22,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22_11-35-21_obj
742,1884,2025-04-22,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22_11-51-28_opto
743,1884,2025-04-22,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22_12-14-24_obj1
744,1884,2025-04-22,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22_12-31-55_of1
745,1884,2025-04-22b,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22b_15-54-32_of
746,1884,2025-04-22b,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22b_16-10-19_obj
747,1884,2025-04-22b,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22b_16-26-08_of1
748,1884,2025-04-22b,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22b_16-45-20_obj1
749,1884,2025-04-22b,of2,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22b_17-05-58_of2
750,1884,2025-04-22b,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-22b_17-29-17_opto
751,1884,2025-04-25,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-25_13-49-31_of
752,1884,2025-04-25,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-04-25_14-04-58_obj
753,1884,2025-04-25,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-25_14-20-23_of1
754,1884,2025-04-25,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-25_14-35-01_obj1
755,1884,2025-04-25,of2,Bri/optetrode_recordings/chR2/1884/1884_2025-04-25_14-49-00_of2
756,1884,2025-04-25,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-25_15-04-20_opto
757,1884,2025-04-27,of,Bri/optetrode_recordings/chR2/1884/1884_2025-04-27_15-07-32_of
758,1884,2025-04-27,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-04-27_15-22-59_obj
759,1884,2025-04-27,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-04-27_15-39-59_opto
760,1884,2025-04-27,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-04-27_16-02-36_obj1
761,1884,2025-04-27,of2,Bri/optetrode_recordings/chR2/1884/1884_2025-04-27_16-19-11_of2
762,1884,2025-05-01,of,Bri/optetrode_recordings/chR2/1884/1884_2025-05-01_09-47-12_of
763,1884,2025-05-01,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-05-01_10-01-51_obj
764,1884,2025-05-01,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-05-01_10-17-12_of1
765,1884,2025-05-01,opto1,Bri/optetrode_recordings/chR2/1884/1884_2025-05-01_11-03-07_opto1
766,1884,2025-05-05,of,Bri/optetrode_recordings/chR2/1884/1884_2025-05-05_10-58-23_of
767,1884,2025-05-05,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-05-05_11-12-34_obj
768,1884,2025-05-05,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-05-05_11-26-18_opto
769,1884,2025-05-05,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-05-05_11-48-30_obj1
770,1884,2025-05-05,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-05-05_12-02-30_of1
771,1884,2025-05-06,of,Bri/optetrode_recordings/chR2/1884/1884_2025-05-06_11-07-48_of
772,1884,2025-05-06,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-05-06_11-23-53_obj
773,1884,2025-05-06,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-05-06_11-39-21_of1
774,1884,2025-05-06,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-05-06_11-56-03_obj1
775,1884,2025-05-06,of2,Bri/optetrode_recordings/chR2/1884/1884_2025-05-06_12-12-26_of2
776,1884,2025-05-06,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-05-06_12-28-46_opto
777,1884,2025-05-08,of,Bri/optetrode_recordings/chR2/1884/1884_2025-05-08_13-20-04_of
778,1884,2025-05-08,obj,Bri/optetrode_recordings/chR2/1884/1884_2025-05-08_13-34-18_obj
779,1884,2025-05-08,opto,Bri/optetrode_recordings/chR2/1884/1884_2025-05-08_13-47-47_opto
780,1884,2025-05-08,obj1,Bri/optetrode_recordings/chR2/1884/1884_2025-05-08_14-09-39_obj1
781,1884,2025-05-08,of1,Bri/optetrode_recordings/chR2/1884/1884_2025-05-08_14-24-43_of1
782,1885,2025-04-17,of,Bri/optetrode_recordings/chR2/1885/1885_2025-04-17_12-20-16_of
783,1885,2025-04-17,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-04-17_13-08-47_opto
784,1885,2025-04-24,of,Bri/optetrode_recordings/chR2/1885/1885_2025-04-24_12-38-56_of
785,1885,2025-04-24,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-04-24_13-11-15_opto
786,1885,2025-04-25,of,Bri/optetrode_recordings/chR2/1885/1885_2025-04-25_15-20-05_of
787,1885,2025-04-25,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-04-25_15-40-47_opto
788,1885,2025-05-01,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-01_11-24-40_of
789,1885,2025-05-01,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-01_11-41-01_obj
790,1885,2025-05-01,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-01_11-57-54_of1
791,1885,2025-05-01,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-01_12-16-48_obj1
792,1885,2025-05-01,of2,Bri/optetrode_recordings/chR2/1885/1885_2025-05-01_12-38-13_of2
793,1885,2025-05-01,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-01_12-58-09_opto
794,1885,2025-05-05,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-05_12-21-25_of
795,1885,2025-05-05,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-05_12-38-19_obj
796,1885,2025-05-05,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-05_12-56-41_opto
797,1885,2025-05-05,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-05_13-18-23_obj1
798,1885,2025-05-05,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-05_13-41-04_of1
799,1885,2025-05-06,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-06_12-44-52_of
800,1885,2025-05-06,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-06_12-59-14_obj
801,1885,2025-05-06,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-06_13-15-17_of1
802,1885,2025-05-06,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-06_13-29-59_obj1
803,1885,2025-05-06,of2,Bri/optetrode_recordings/chR2/1885/1885_2025-05-06_13-47-06_of2
804,1885,2025-05-06,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-06_13-59-44_opto
805,1885,2025-05-08,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-08_14-44-58_of
806,1885,2025-05-08,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-08_15-00-35_obj
807,1885,2025-05-08,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-08_15-14-37_opto
808,1885,2025-05-08,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-08_15-37-11_obj1
809,1885,2025-05-08,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-08_16-00-33_of1
810,1885,2025-05-09,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-09_10-49-55_of
811,1885,2025-05-09,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-09_11-06-40_obj
812,1885,2025-05-09,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-09_11-22-17_of1
813,1885,2025-05-09,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-09_11-38-17_obj1
814,1885,2025-05-09,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-09_12-19-30_opto
815,1885,2025-05-13,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-13_13-57-48_of
816,1885,2025-05-13,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-13_14-13-57_obj
817,1885,2025-05-13,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-13_14-30-09_opto
818,1885,2025-05-13,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-13_14-52-38_obj1
819,1885,2025-05-13,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-13_15-13-41_of1
820,1885,2025-05-20,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-20_07-33-29_of
821,1885,2025-05-20,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-20_07-48-24_obj
822,1885,2025-05-20,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-20_08-04-16_of1
823,1885,2025-05-20,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-20_08-20-30_obj1
824,1885,2025-05-20,of2,Bri/optetrode_recordings/chR2/1885/1885_2025-05-20_08-37-42_of2
825,1885,2025-05-20,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-20_08-58-00_opto
826,1885,2025-05-22,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-22_13-39-18_of
827,1885,2025-05-22,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-22_13-59-34_obj
828,1885,2025-05-22,opto1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-22_14-21-07_opto1
829,1885,2025-05-22,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-22_14-43-52_obj1
830,1885,2025-05-22,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-22_15-09-39_of1
831,1885,2025-05-24,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-24_12-51-40_of
832,1885,2025-05-24,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-24_13-09-45_obj
833,1885,2025-05-24,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-24_13-30-19_of1
834,1885,2025-05-24,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-24_13-50-21_obj1
835,1885,2025-05-24,of2,Bri/optetrode_recordings/chR2/1885/1885_2025-05-24_14-10-55_of2
836,1885,2025-05-24,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-24_14-33-17_opto
837,1885,2025-05-26,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-26_10-02-06_of
838,1885,2025-05-26,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-26_10-17-22_obj
839,1885,2025-05-26,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-26_10-35-22_opto
840,1885,2025-05-26,obj1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-26_10-59-45_obj1
841,1885,2025-05-26,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-26_11-30-28_of1
842,1885,2025-05-27,of,Bri/optetrode_recordings/chR2/1885/1885_2025-05-27_09-06-58_of
843,1885,2025-05-27,obj,Bri/optetrode_recordings/chR2/1885/1885_2025-05-27_09-22-48_obj
844,1885,2025-05-27,of1,Bri/optetrode_recordings/chR2/1885/1885_2025-05-27_09-41-41_of1
845,1885,2025-05-27,opto,Bri/optetrode_recordings/chR2/1885/1885_2025-05-27_10-52-14_opto
846,1678,2023-11-16,of,Bri/optetrode_recordings/control/1678/1678_2023-11-16_10-28-28_of
847,1678,2023-11-16,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-16_11-01-17_opto
848,1678,2023-11-16,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-16_11-27-24_of1
849,1678,2023-11-17,of,Bri/optetrode_recordings/control/1678/1678_2023-11-17_10-04-22_of
850,1678,2023-11-17,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-17_10-29-14_opto
851,1678,2023-11-17,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-17_10-55-37_of1
852,1678,2023-11-18,of,Bri/optetrode_recordings/control/1678/1678_2023-11-18_14-15-12_of
853,1678,2023-11-18,obj,Bri/optetrode_recordings/control/1678/1678_2023-11-18_14-38-20_obj
854,1678,2023-11-18,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-18_15-10-40_opto
855,1678,2023-11-18,obj1,Bri/optetrode_recordings/control/1678/1678_2023-11-18_15-33-15_obj1
856,1678,2023-11-18,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-18_15-47-39_of1
857,1678,2023-11-20,of,Bri/optetrode_recordings/control/1678/1678_2023-11-20_10-03-35_of
858,1678,2023-11-20,obj,Bri/optetrode_recordings/control/1678/1678_2023-11-20_10-26-17_obj
859,1678,2023-11-20,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-20_10-47-14_opto
860,1678,2023-11-20,obj1,Bri/optetrode_recordings/control/1678/1678_2023-11-20_11-19-35_obj1
861,1678,2023-11-20,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-20_11-48-38_of1
862,1678,2023-11-22,of,Bri/optetrode_recordings/control/1678/1678_2023-11-22_09-47-17_of
863,1678,2023-11-22,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-22_10-13-29_opto
864,1678,2023-11-22,of1,Bri/optetrode_recordings/control/1678/1678_2023-11-22_10-36-13_of1
865,1678,2023-11-25,of,Bri/optetrode_recordings/control/1678/1678_2023-11-25_13-55-21_of
866,1678,2023-11-25,opto,Bri/optetrode_recordings/control/1678/1678_2023-11-25_14-16-54_opto
