,mouse,date,session,filepath
1131,1887,2025-06-23,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-23_12-42-11_of1
1132,1887,2025-06-23b,of,Bri/optetrode_recordings/control/1887/1887_2025-06-23b_16-50-04_of
1133,1887,2025-06-23b,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-23b_17-05-33_opto
1134,1887,2025-06-23b,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-23b_17-27-40_of1
1135,1887,2025-06-24,of,Bri/optetrode_recordings/control/1887/1887_2025-06-24_11-47-58_of
1136,1887,2025-06-24,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-24_12-04-46_opto
1137,1887,2025-06-24,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-24_12-27-11_of1
1138,1887,2025-06-26,of,Bri/optetrode_recordings/control/1887/1887_2025-06-26_15-22-50_of
1139,1887,2025-06-26,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-26_15-38-22_opto
1140,1887,2025-06-26,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-26_16-03-24_obj
1141,1887,2025-06-26,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-26_16-19-00_of1
1142,1887,2025-06-27,of,Bri/optetrode_recordings/control/1887/1887_2025-06-27_09-26-05_of
1143,1887,2025-06-27,obj,Bri/optetrode_recordings/control/1887/1887_2025-06-27_09-41-53_obj
1144,1887,2025-06-27,opto,Bri/optetrode_recordings/control/1887/1887_2025-06-27_09-58-17_opto
1145,1887,2025-06-27,obj1,Bri/optetrode_recordings/control/1887/1887_2025-06-27_10-21-34_obj1
1146,1887,2025-06-27,of1,Bri/optetrode_recordings/control/1887/1887_2025-06-27_10-37-26_of1
1147,1637,2023-07-12,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-12_12-24-07_of
1148,1637,2023-07-12,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-12_12-54-55_obj
1149,1637,2023-07-12,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-12_13-27-57_opto
1150,1637,2023-07-12,obj2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-12_13-52-39_obj2
1151,1637,2023-07-17,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-17_13-11-59_of
1152,1637,2023-07-17,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-17_13-48-31_obj
1153,1637,2023-07-17,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-17_14-20-25_opto
1154,1637,2023-07-17,of2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-17_14-45-02_of2
1155,1637,2023-07-21,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-21_13-33-56_of
1156,1637,2023-07-21,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-21_14-05-18_obj
1157,1637,2023-07-21,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-21_14-42-11_opto
1158,1637,2023-07-21,obj2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-21_15-05-58_obj2
1159,1637,2023-07-26,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-26_12-27-03_of
1160,1637,2023-07-26,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-26_13-03-46_obj
1161,1637,2023-07-26,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-26_13-49-09_opto
1162,1637,2023-07-26,obj2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-07-26_14-12-36_obj2
1163,1637,2023-08-02,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-02_12-29-57_of
1164,1637,2023-08-02,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-02_12-54-26_obj
1165,1637,2023-08-02,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-02_13-19-04_opto
1166,1637,2023-08-02,obj2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-02_13-45-09_obj2
1167,1637,2023-08-02,of2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-02_14-07-29_of2
1168,1637,2023-08-04,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-04_12-30-37_of
1169,1637,2023-08-04,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-04_12-54-09_obj
1170,1637,2023-08-04,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-04_13-20-31_opto
1171,1637,2023-08-04,obj2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-04_13-45-37_obj2
1172,1637,2023-08-07,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-07_12-31-30_of
1173,1637,2023-08-07,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-07_12-54-05_obj
1174,1637,2023-08-07,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-07_13-16-32_opto
1175,1637,2023-08-07,obj2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-07_13-47-36_obj2
1176,1637,2023-08-09,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-09_12-30-37_of
1177,1637,2023-08-09,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-09_12-52-29_obj
1178,1637,2023-08-09,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-09_13-16-26_opto
1179,1637,2023-08-09,obj2,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-09_13-40-20_obj2
1180,1637,2023-08-11,of,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-11_12-05-04_of
1181,1637,2023-08-11,obj,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-11_12-33-13_obj
1182,1637,2023-08-11,opto,Bri/optetrode_recordings/inhibitory_opto/1637/1637_2023-08-11_13-04-00_opto
1183,1764,2024-05-20,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-20_09-45-06_of
1184,1764,2024-05-20,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-20_10-07-00_opto
1185,1764,2024-05-20,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-20_10-38-14_of1
1186,1764,2024-05-21,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-21_08-08-53_of
1187,1764,2024-05-21,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-21_08-33-53_opto
1188,1764,2024-05-21,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-21_09-02-34_of1
1189,1764,2024-05-23,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-23_09-47-18_of
1190,1764,2024-05-23,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-23_10-18-07_opto
1191,1764,2024-05-23,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-23_10-47-11_of1
1192,1764,2024-05-24,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-24_09-55-07_of
1193,1764,2024-05-24,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-24_10-14-24_obj
1194,1764,2024-05-24,opto1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-24_10-41-03_opto1
1195,1764,2024-05-24,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-24_11-10-47_obj1
1196,1764,2024-05-24,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-24_11-45-17_of1
1197,1764,2024-05-25,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-25_11-20-38_of
1198,1764,2024-05-25,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-25_11-46-11_obj
1199,1764,2024-05-25,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-25_12-14-50_obj1
1200,1764,2024-05-27,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-27_07-48-45_of
1201,1764,2024-05-27,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-27_08-06-48_opto
1202,1764,2024-05-27,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-27_08-37-43_of1
1203,1764,2024-05-28,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-28_08-14-04_of
1204,1764,2024-05-28,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-28_08-34-09_obj
1205,1764,2024-05-28,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-28_09-00-35_opto
1206,1764,2024-05-28,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-28_09-31-54_obj1
1207,1764,2024-05-28,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-28_09-55-11_of1
1208,1764,2024-05-30,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-30_10-22-26_of1
1209,1764,2024-05-30,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-30_10-46-08_obj_opto
1210,1764,2024-05-30,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-30_11-15-57_obj
1211,1764,2024-05-30,of2,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-05-30_11-39-48_of2
1212,1764,2024-06-03,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-03_10-55-02_of
1213,1764,2024-06-03,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-03_11-10-36_obj
1214,1764,2024-06-03,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-03_11-29-14_obj_opto
1215,1764,2024-06-03,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-03_11-55-36_obj1
1216,1764,2024-06-03,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-03_12-31-18_of1
1217,1764,2024-06-04,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-04_11-28-11_of
1218,1764,2024-06-04,obj_opto2,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-04_11-56-02_obj_opto2
1219,1764,2024-06-04,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-04_12-23-03_obj
1220,1764,2024-06-04,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-04_12-46-55_of1
1221,1764,2024-06-07,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-07_10-11-32_of
1222,1764,2024-06-07,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-07_10-31-52_obj
1223,1764,2024-06-07,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-07_10-53-07_obj_opto
1224,1764,2024-06-07,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-07_11-20-28_obj1
1225,1764,2024-06-07,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-07_11-48-03_of1
1226,1764,2024-06-14,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-14_10-19-01_of
1227,1764,2024-06-14,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-14_10-39-56_obj_opto
1228,1764,2024-06-14,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-14_11-05-47_obj
1229,1764,2024-06-14,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-14_11-35-21_of1
1230,1764,2024-06-17,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-17_10-24-18_of1
1231,1764,2024-06-17,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-17_10-46-48_opto
1232,1764,2024-06-17,of2,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-17_11-13-21_of2
1233,1764,2024-06-19,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-19_10-45-21_of1
1234,1764,2024-06-19,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-19_11-04-24_obj
1235,1764,2024-06-19,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-19_11-26-11_opto
1236,1764,2024-06-19,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-19_11-52-21_obj1
1237,1764,2024-06-19,of2,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-19_12-13-10_of2
1238,1764,2024-06-20,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-20_16-24-54_of1
1239,1764,2024-06-20,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-20_16-40-54_obj_opto
1240,1764,2024-06-20,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-20_17-07-42_obj
1241,1764,2024-06-20,of2,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-20_17-28-29_of2
1242,1764,2024-06-21,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-21_15-15-30_of
1243,1764,2024-06-21,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-21_15-32-53_opto
1244,1764,2024-06-21,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-21_16-00-08_of1
1245,1764,2024-06-22,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-22_11-50-11_of
1246,1764,2024-06-22,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-22_12-11-12_obj
1247,1764,2024-06-22,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-22_12-37-15_opto
1248,1764,2024-06-22,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-22_13-04-42_obj1
1249,1764,2024-06-22,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-22_13-24-19_of1
1250,1764,2024-06-24,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-24_11-46-52_of
1251,1764,2024-06-24,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-24_12-07-11_obj
1252,1764,2024-06-24,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-24_12-30-37_opto
1253,1764,2024-06-24,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-24_12-59-42_obj1
1254,1764,2024-06-24,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-06-24_13-24-51_of1
1255,1764,2024-07-01,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-01_17-15-08_of
1256,1764,2024-07-01,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-01_17-36-37_opto
1257,1764,2024-07-01,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-01_18-03-07_of1
1258,1764,2024-07-03,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-03_10-32-44_of
1259,1764,2024-07-03,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-03_10-49-43_obj_opto
1260,1764,2024-07-03,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-03_11-14-50_opto
1261,1764,2024-07-03,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-03_11-45-10_obj1
1262,1764,2024-07-03,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-03_12-16-22_of1
1263,1764,2024-07-04,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-04_10-41-59_of
1264,1764,2024-07-04,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-04_11-00-07_obj_opto
1265,1764,2024-07-04,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-04_11-26-21_obj
1266,1764,2024-07-04,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-04_11-49-27_of1
1267,1764,2024-07-05,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-05_10-19-38_of
1268,1764,2024-07-05,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-05_10-36-05_obj
1269,1764,2024-07-05,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-05_10-59-21_obj_opto
1270,1764,2024-07-05,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-05_11-29-41_obj1
1271,1764,2024-07-05,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-05_11-46-09_of1
1272,1764,2024-07-06,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-06_12-54-47_of
1273,1764,2024-07-06,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-06_13-12-05_opto
1274,1764,2024-07-06,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-06_13-37-06_of1
1275,1764,2024-07-08,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-08_10-41-51_of
1276,1764,2024-07-08,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-08_10-57-22_obj
1277,1764,2024-07-08,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-08_11-19-19_opto
1278,1764,2024-07-08,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-08_11-45-12_obj1
1279,1764,2024-07-08,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-08_12-11-03_of1
1280,1764,2024-07-09,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-09_11-51-52_of
1281,1764,2024-07-09,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-09_12-12-54_obj_opto
1282,1764,2024-07-09,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-09_12-39-31_obj
1283,1764,2024-07-09,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-09_13-01-49_of1
1284,1764,2024-07-10,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-10_09-46-09_of
1285,1764,2024-07-10,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-10_10-07-56_opto
1286,1764,2024-07-10,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-10_10-32-04_of1
1287,1764,2024-07-11,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-11_09-46-29_of
1288,1764,2024-07-11,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-11_10-10-36_obj
1289,1764,2024-07-11,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-11_10-36-25_obj1
1290,1764,2024-07-11,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-11_10-59-33_of1
1291,1764,2024-07-12,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-12_15-44-31_of
1292,1764,2024-07-12,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-12_16-01-00_obj
1293,1764,2024-07-12,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-12_16-17-28_opto
1294,1764,2024-07-12,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-12_16-39-48_obj1
1295,1764,2024-07-12,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-12_16-59-13_of1
1296,1764,2024-07-18,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-18_09-22-01_of
1297,1764,2024-07-18,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-18_09-39-00_opto
1298,1764,2024-07-18,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-18_10-05-13_obj
1299,1764,2024-07-18,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-18_10-29-06_of1
1300,1764,2024-07-19,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-19_10-00-49_of
1301,1764,2024-07-19,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-19_10-21-54_obj
1302,1764,2024-07-19,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-19_10-49-28_opto
1303,1764,2024-07-19,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-19_11-18-24_obj1
1304,1764,2024-07-19,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-19_11-43-41_of1
1305,1764,2024-07-22,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-22_10-45-15_of1
1306,1764,2024-07-22,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-22_11-06-46_obj_opto
1307,1764,2024-07-22,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-22_11-32-21_obj
1308,1764,2024-07-22,of2,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-22_11-54-19_of1
1309,1764,2024-07-23,of,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-23_09-53-06_of
1310,1764,2024-07-23,obj,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-23_10-07-30_obj
1311,1764,2024-07-23,opto,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-23_10-23-58_opto
1312,1764,2024-07-23,obj1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-23_10-48-47_obj1
1313,1764,2024-07-23,of1,Bri/optetrode_recordings/inhibitory_opto/1764/1764_2024-07-23_11-04-06_of1
1314,1765,2024-06-03,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-03_13-01-22_of
1315,1765,2024-06-03,opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-03_13-25-02_opto
1316,1765,2024-06-03,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-03_13-49-44_of1
1317,1765,2024-06-04,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-04_13-16-44_of
1318,1765,2024-06-04,opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-04_13-36-43_opto
1319,1765,2024-06-04,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-04_14-02-40_of1
1320,1765,2024-06-05,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-05_18-16-13_of
1321,1765,2024-06-05,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-05_18-34-38_obj_opto
1322,1765,2024-06-05,obj,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-05_18-59-43_obj
1323,1765,2024-06-17,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-17_11-59-45_of
1324,1765,2024-06-17,obj,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-17_12-15-45_obj
1325,1765,2024-06-17,opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-17_12-32-56_opto
1326,1765,2024-06-17,obj11,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-17_12-59-56_obj11
1327,1765,2024-06-17,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-17_13-42-50_of1
1328,1765,2024-06-19,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-19_12-37-55_of
1329,1765,2024-06-19,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-19_12-55-03_obj_opto
1330,1765,2024-06-19,obj,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-19_13-21-31_obj
1331,1765,2024-06-19,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-19_13-42-08_of1
1332,1765,2024-06-20,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-20_17-55-04_of
1333,1765,2024-06-20,obj,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-20_18-09-28_obj
1334,1765,2024-06-20,opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-20_18-26-36_opto
1335,1765,2024-06-20,obj1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-20_18-53-12_obj1
1336,1765,2024-06-20,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-20_19-21-10_of1
1337,1765,2024-06-21,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-21_16-19-40_of
1338,1765,2024-06-21,opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-21_16-34-43_opto
1339,1765,2024-06-21,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-21_17-03-14_of1
1340,1765,2024-06-22,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-22_13-45-15_of
1341,1765,2024-06-22,obj,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-22_14-01-19_obj
1342,1765,2024-06-22,opto1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-22_14-19-30_opto1
1343,1765,2024-06-22,obj1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-22_14-48-23_obj1
1344,1765,2024-06-22,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-22_15-09-16_of1
1345,1765,2024-06-24,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-24_13-46-19_of
1346,1765,2024-06-24,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-24_14-00-36_obj_opto
1347,1765,2024-06-24,obj,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-24_14-30-52_obj
1348,1765,2024-06-24,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-06-24_14-48-22_of1
1349,1765,2024-07-01,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-01_18-31-35_of
1350,1765,2024-07-01,opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-01_18-47-19_opto
1351,1765,2024-07-01,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-01_19-09-57_of1
1352,1765,2024-07-04,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-04_12-15-05_of
1353,1765,2024-07-04,opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-04_12-33-25_opto
1354,1765,2024-07-04,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-04_13-00-17_of1
1355,1765,2024-07-05,of,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-05_12-06-51_of
1356,1765,2024-07-05,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-05_12-24-07_obj_opto
1357,1765,2024-07-05,obj,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-05_12-52-00_obj
1358,1765,2024-07-05,of1,Bri/optetrode_recordings/inhibitory_opto/1765/1765_2024-07-05_13-13-37_of1
1359,1767,2024-07-26,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-07-26_12-42-48_of
1360,1767,2024-07-26,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-07-26_12-59-47_opto
1361,1767,2024-07-26,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-07-26_13-25-15_of1
1362,1767,2024-07-30,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-07-30_11-41-37_of
1363,1767,2024-07-30,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-07-30_11-56-15_obj
1364,1767,2024-07-30,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-07-30_12-19-28_opto
